,State name,District name,Block name,Gram panchayat,Village name,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Sample collection,Sample tested,Lab name agg,LPCD_Weighted,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,Total HH Connection,Connection Coverage (%),Free residual Chlorine (mg/l),Total Alkalinity (as Calcium Carbonate) (mg/l),Turbidity (NTU),TDS (mg/l),Fluoride (as F) (mg/l),Colour (Hazen units),Total Hardness (As CaCO3) (mg/l),Sulphate (as SO4) (mg/l),Total coliform (CFU/ 100 ml),Iron (As Fe) (mg/l),E. coli (CFU/100 ml),Odour (NA),Chloride (as Cl) (mg/l),Nitrate (as NO3) (mg/l),pH (NA),Arsenic (mg/l),Number_Schemes,Total expenditure,Central expenditure,State expenditure,House connections planned,House connections provided,Scheme Type,Ground Water,Ground water & Surface water (Both),Surface Water,Bulk water supply,New scheme,retrofit,Completed,Ongoing,Lab Testing,FTK Testing,WQ Status,HGJ Status,Free residual Chlorine (mg/l)_binary,Total Alkalinity (as Calcium Carbonate) (mg/l)_binary,Turbidity (NTU)_binary,TDS (mg/l)_binary,Fluoride (as F) (mg/l)_binary,Colour (Hazen units)_binary,Total Hardness (As CaCO3) (mg/l)_binary,Sulphate (as SO4) (mg/l)_binary,Total coliform (CFU/ 100 ml)_binary,Iron (As Fe) (mg/l)_binary,E. coli (CFU/100 ml)_binary,Odour (NA)_binary,Chloride (as Cl) (mg/l)_binary,Nitrate (as NO3) (mg/l)_binary,pH (NA)_binary,Arsenic (mg/l)_binary,Sum_Complaint,Sum_PComplaint,Sum_NComplaint,Quality_Complaince
218,Karnataka,TUMAKURU,Tumkur,MALLASANDRA,ADALAPURA,164017.0,Adlapura,611452.0,611452,Adlapura,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],35.14,546,149,251,146,125,88,70.4,,263.25,0.5,638.75,0.24,1.0,350.5,30.95,,0.02,,0.0,190.0,21.82,7.34,,6.0,33.36,0.0,33.36,221.0,88.0,SVS,6.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
219,Karnataka,TUMAKURU,Tumkur,DODDANARAVANGALA,BANAVARA,164116.0,Banavara,611276.0,611562,Banavara,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],60.72,531,59,0,472,130,130,100.0,,304.67,0.53,654.0,0.17,1.0,388.67,30.3,,0.0,,0.0,146.67,15.2,7.15,,1.0,0.0,0.0,0.0,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Safe,Safe,Safe,Certified,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Pass
220,Karnataka,TUMAKURU,Tumkur,DODDANARAVANGALA,DODDANARAVANGALA,164111.0,Doddanaravangala,611289.0,611289,Doddanaravangala,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],57.87,1041,424,54,563,283,283,100.0,,244.0,0.53,473.0,0.26,1.0,227.33,17.57,,0.0,,0.0,101.33,26.2,7.04,,12.0,152.21,12.03,140.2,283.0,283.0,SVS,11.0,1.0,0.0,0.0,7.0,5.0,9.0,3.0,Safe,Safe,Safe,Certified,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Pass
221,Karnataka,TUMAKURU,Tumkur,DODDANARAVANGALA,GOWDIHALLI,164118.0,Gowdihalli,611243.0,611283,Gowdanahalli,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],67.8,951,159,0,792,183,183,100.0,,390.17,0.53,736.0,0.31,1.0,426.67,30.6,,0.0,,0.0,193.67,25.85,6.99,,2.0,13.52,5.76,7.76,125.0,134.0,SVS and MVS,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Safe,Safe,Safe,Certified,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Pass
222,Karnataka,TUMAKURU,Tumkur,HEGGERE,HAGALAKOTE,164125.0,Agalakote,611444.0,611446,Gollahalli,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],28.8,858,242,20,596,245,110,44.9,,339.0,0.57,670.25,0.23,1.0,337.5,23.75,,0.0,,0.0,177.25,12.11,7.11,,6.0,26.62,13.64,13.0,238.0,110.0,SVS,6.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
223,Karnataka,TUMAKURU,Tumkur,HEGGERE,HEGGERE,164123.0,Heggere,611445.0,611445,Heggere,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],29.75,6017,1209,383,4425,1300,1298,99.85,,281.25,0.54,537.56,0.4,1.0,343.06,21.89,0.0,0.0,,0.0,130.25,14.59,7.2,,1.0,1.58,0.0,1.58,8.0,8.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,13,3,0,Not Available
224,Karnataka,TUMAKURU,Tumkur,HEGGERE,GOLLARAHALLI,164014.0,Gollarahalli,610210.0,611481,Gollahalli,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],23.33,272,11,46,215,78,0,0.0,,471.4,0.62,993.6,0.29,1.0,588.8,40.82,,0.0,,0.0,291.6,27.54,6.93,,3.0,4.17,0.6499999999999999,3.54,0.0,0.0,SVS,3.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
225,Karnataka,TUMAKURU,Tumkur,HEGGERE,VAKKODI,164124.0,Vokkodi,611291.0,611291,Vokkodi,26/05/2023,31/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],25.88,2224,439,200,1585,635,217,34.17,,355.29,0.54,749.0,0.32,1.0,377.14,29.94,,0.0,,0.0,173.43,17.35,7.0,,1.0,1.58,0.0,1.58,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
226,Karnataka,TUMAKURU,Tumkur,NIDUVALALU,KARENAHALLI,164167.0,Karenahalli,611528.0,611528,Karenahalli,26/05/2023,30/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],38.58,186,0,0,186,46,31,67.39,,368.0,0.55,573.0,0.25,1.0,395.0,26.45,,0.0,,0.0,132.0,7.75,7.7,,2.0,0.15,0.08,0.08,191.0,44.0,SVS and MVS,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
227,Karnataka,TUMAKURU,Tumkur,NIDUVALALU,THIMMANAYAKANAPALYA,164158.0,Thimmanapalya,611541.0,611541,Thimmanapalya,26/05/2023,30/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],39.01,2014,259,22,1733,479,224,46.76,,223.2,0.5,423.6,0.43,1.0,239.4,19.28,,0.0,,0.0,92.4,2.4,7.36,,1.0,0.0,0.0,0.0,133.0,227.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
228,Karnataka,TUMAKURU,Tumkur,ARIYURU,CHANNIGAPPANAPALYA,164282.0,Channigappanapalya,611470.0,611470,Channigappanapalya,26/05/2023,30/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],42.64,791,25,0,766,173,173,100.0,,324.57,0.56,616.86,0.75,1.0,350.29,24.2,,0.0,,0.0,137.57,15.19,7.23,,1.0,2.43,0.0,2.43,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Completed,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
229,Karnataka,TUMAKURU,Tumkur,ARIYURU,SAMUDRANAHALLI,164281.0,Samudranahalli,611469.0,611469,Samudranahalli,26/05/2023,30/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],43.44,566,47,6,513,181,179,98.9,,335.86,0.54,554.0,0.45,1.0,354.29,21.64,,0.0,,0.0,138.29,14.49,7.11,,9.0,49.31999999999999,22.54,26.79,75.0,85.0,SVS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
230,Karnataka,TUMAKURU,Tumkur,ARIYURU,ARIYURU,588525.0,,,611472,Areyur,26/05/2023,30/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],34.71,2290,493,141,1656,570,468,82.11,,339.43,0.55,713.0,0.57,1.0,400.57,27.54,,0.0,,0.0,177.21,12.44,7.0,,6.0,24.47,8.35,16.12,185.0,40.0,SVS and MVS,4.0,1.0,0.0,1.0,0.0,6.0,1.0,5.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
231,Karnataka,TUMAKURU,Tumkur,ARIYURU,MAKANAHALLI,164284.0,Makanahalli,611478.0,611478,Makanahalli,26/05/2023,30/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],45.05,846,434,56,356,225,211,93.78,,288.5,0.53,477.67,0.34,1.0,274.33,18.95,,0.02,,0.0,118.0,8.25,7.07,,1.0,8.37,0.0,8.37,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
232,Karnataka,TUMAKURU,Tiptur,KARADI,MALLIPATNA,163918.0,Mallipatna,612050.0,612050,Mallipatna,25/05/2023,16/06/2023,['RDW&SD Water Quality Testing Lab Tiptur'],24.51,472,65,10,397,111,0,0.0,0.0,248.8,0.5,612.8,0.53,1.0,260.48,24.51,,0.05,,0.0,111.55,7.15,7.88,,11.0,6.250000000000001,0.05,6.2,111.0,0.0,SVS,11.0,0.0,0.0,0.0,7.0,4.0,10.0,1.0,Safe,,Undetermined,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
233,Karnataka,TUMAKURU,Tiptur,KARADI,SHETTIHALLI,163919.0,Shettihalli,612045.0,612045,Shettihalli,25/05/2023,26/05/2023,['RDW&SD Water Quality Testing Lab Tiptur'],36.71,1321,299,12,1010,296,76,25.68,0.0,312.0,0.5,653.3,0.59,1.0,327.17,26.14,,0.07,,0.0,128.7,20.05,7.72,,18.0,32.05,9.54,9.65,507.0,76.0,SVS,18.0,0.0,0.0,0.0,12.0,6.0,16.0,2.0,Safe,,Undetermined,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
234,Karnataka,TUMAKURU,Kunigal,D.HOSAHALLI,SINGONAHALLI,162920.0,Singonahalli,612711.0,612711,Singonahalli,19/04/2023,20/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],22.86,503,3,0,500,135,133,98.52,0.0,311.2,0.64,700.8,0.19,1.0,364.8,27.84,,0.0,,0.0,156.4,13.02,8.14,,14.0,16.849999999999998,1.6700000000000002,15.2,164.0,133.0,SVS,14.0,0.0,0.0,0.0,8.0,6.0,13.0,1.0,Safe,Safe,Safe,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
235,Karnataka,TUMAKURU,Kunigal,UJJANI,UJJANI,162944.0,Ujjani,612742.0,612742,Ujjani,19/04/2023,20/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],16.15,3165,614,11,2540,965,441,45.7,0.0,359.4,3.26,662.0,0.41,5.2,358.8,23.84,,0.02,,0.0,142.0,11.13,8.01,,2.0,1.15,0.58,0.58,0.0,0.0,SVS and MVS,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Safe,Safe,Safe,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
236,Karnataka,TUMAKURU,Kunigal,K.HONNAMACHANAHALLI,HALAGERE,162967.0,Halagere,612673.0,612673,Halagere,19/04/2023,20/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],35.36,1202,187,28,987,383,164,42.82,0.0,289.0,4.99,623.43,0.14,8.71,351.43,30.66,,0.03,,0.0,178.49,7.07,7.45,,1.0,19.76,0.0,19.76,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,Undetermined,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
237,Karnataka,TUMAKURU,Kunigal,YEDIYUR,JALADAGERE,163025.0,Jaladagere,612472.0,612472,Jaladagere,19/04/2023,20/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],58.6,797,222,14,561,235,235,100.0,0.0,377.0,4.38,605.0,0.24,7.75,350.25,22.9,,0.3,,0.0,135.85,12.82,7.54,,3.0,2.62,0.06,2.56,95.0,113.0,SVS and MVS,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,Safe,Safe,Safe,Completed,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
238,Karnataka,TUMAKURU,Gubbi,MAVINAHALLI,MAVINAHALLI,162424.0,Mavinahalli,611935.0,611935,Mavinahalli,19/04/2023,20/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],31.25,1398,104,53,1241,355,195,54.93,0.0,364.75,0.54,602.67,0.3,1.0,352.75,25.45,,0.02,,0.0,105.52,9.09,7.56,,1.0,4.0,0.0,4.0,44.0,44.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
239,Karnataka,TUMAKURU,Kunigal,BAGENAHALLI,BAGENAHALLI,162776.0,Bagenahalli,612532.0,612532,Bagenahalli,20/04/2023,21/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],31.19,1321,130,0,1191,338,230,68.05,0.0,326.26,0.61,636.84,0.7,1.0,347.11,23.67,,0.02,,0.0,157.43,10.41,7.62,,1.0,1.44,0.0,1.44,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
240,Karnataka,TUMAKURU,Kunigal,BAGENAHALLI,HONNENAHALLI,162781.0,Honnenahalli,612530.0,612530,Honnenahalli,20/04/2023,21/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],45.55,595,50,5,540,155,141,90.97,0.0,451.0,0.65,819.64,0.3,1.0,456.96,35.35,,0.03,,0.0,215.36,17.06,7.36,,12.0,18.31,1.16,17.15,112.0,141.0,SVS,12.0,0.0,0.0,0.0,10.0,2.0,11.0,1.0,Safe,,Undetermined,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
241,Karnataka,TUMAKURU,Kunigal,BAGENAHALLI,SOBAGANAHALLI,162777.0,Sobaganahalli,612533.0,612533,Sobaganahalli,20/04/2023,21/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],20.32,876,105,21,750,283,173,61.13,0.0,389.29,0.67,876.86,0.47,2.43,492.43,32.63,,0.03,,0.0,236.57,22.6,7.22,,24.0,60.11000000000001,18.85,41.28,304.0,173.0,SVS,24.0,0.0,0.0,0.0,13.0,11.0,21.0,3.0,Safe,Safe,Safe,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
242,Karnataka,TUMAKURU,Tumkur,BALLAGERE,BALLAGERE,164148.0,Ballagere,611506.0,611506,Ballagere,28/04/2023,04/05/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],42.56,1741,368,26,1347,535,517,96.64,,349.79,0.55,654.29,0.52,1.0,337.86,25.09,,0.02,,0.0,136.36,17.48,7.1,,5.0,8.5,0.0,8.5,342.0,342.0,SVS and MVS,5.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
243,Karnataka,TUMAKURU,Tumkur,BALLAGERE,YALADAHALLI,164151.0,Yeladahalli,611505.0,611505,Yeladahalli,28/04/2023,29/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],40.0,450,69,36,345,129,0,0.0,,330.83,0.67,691.33,0.41,1.0,431.67,28.61,,0.02,,0.0,196.33,12.42,7.28,,1.0,0.0,0.0,0.0,140.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
244,Karnataka,TUMAKURU,Tumkur,BALLAGERE,CHOLAPURA,164154.0,Cholapura,611507.0,611507,Cholapura,28/04/2023,29/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],40.99,447,61,0,386,101,101,100.0,,343.25,0.6,701.5,0.38,1.0,411.0,28.19,,0.05,,0.0,187.0,17.9,6.98,,7.0,30.27,13.11,17.169999999999998,93.0,101.0,SVS,7.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,Safe,Safe,Safe,Completed,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
245,Karnataka,TUMAKURU,Tumkur,BALLAGERE,KALYANAPURA,164152.0,Kalyanapura,611520.0,611520,Kalyanapura,28/04/2023,29/04/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],34.18,1200,52,0,1148,396,336,84.85,,329.31,0.54,575.75,0.24,1.0,365.75,24.02,,0.02,,0.0,136.25,16.04,7.09,,21.0,81.16,16.41,64.79,368.0,336.0,SVS,21.0,0.0,0.0,0.0,11.0,10.0,13.0,8.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
246,Karnataka,TUMAKURU,Madhugiri,KADAGATTUR,KADAGATTURU,163187.0,Kadagathur,610926.0,610926,Kadagathur,06/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],35.91,3066,759,579,1728,769,700,91.03,,433.21,0.5,890.86,1.26,5.0,452.64,39.14,,0.08,,0.0,175.36,18.41,7.74,,1.0,1.59,0.0,1.59,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
247,Karnataka,TUMAKURU,Madhugiri,KADAGATTUR,YEKARALAHALLI,163192.0,Yakaralahalli,610927.0,610927,Yakaralahalli,07/03/2023,06/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],41.67,1200,17,327,856,294,294,100.0,,312.8,0.5,515.6,1.37,5.0,352.2,25.8,,0.08,,0.0,103.6,18.9,7.23,,1.0,3.08,0.0,3.08,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,,Undetermined,Completed,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
248,Karnataka,TUMAKURU,Madhugiri,KADAGATTUR,PARATHIHALLI,163189.0,Parthihalli,610909.0,610909,Parthihalli,07/03/2023,06/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],45.82,862,267,113,482,197,0,0.0,,357.0,0.5,545.0,1.25,5.0,377.5,28.5,,0.08,,0.0,112.5,8.77,7.52,,3.0,9.95,0.0,9.95,0.0,0.0,SVS and MVS,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
249,Karnataka,TUMAKURU,Madhugiri,KADAGATTUR,THIRUMALADEVRAHALLI,163191.0,Thirumaladevarahalli,610907.0,610907,Thirumaladevarahalli,07/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],44.87,604,172,19,413,152,88,57.89,,333.0,0.5,835.33,1.33,5.0,473.33,42.0,,0.08,,0.0,178.7,35.31,7.45,,17.0,43.03999999999999,7.98,35.06,236.0,88.0,SVS,17.0,0.0,0.0,0.0,9.0,8.0,15.0,2.0,Unsafe,Safe,Ambiguous,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
250,Karnataka,TUMAKURU,Madhugiri,I.D.HALLI,CHOWLAHALLYI,163210.0,Chowlahalli,610867.0,610867,Chowlahalli,09/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],43.12,545,0,28,517,137,0,0.0,,285.33,0.5,418.67,1.43,5.0,301.33,23.67,,0.08,,0.0,72.0,10.41,7.48,,9.0,30.57,11.68,18.93,135.0,0.0,SVS,9.0,0.0,0.0,0.0,5.0,4.0,8.0,1.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
251,Karnataka,TUMAKURU,Madhugiri,I.D.HALLI,I.D.HALLI,163208.0,Itakadibbanahalli,610869.0,610869,Itakadibbanahalli,09/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],31.12,4145,1263,296,2586,985,580,58.88,,298.25,0.5,447.25,1.37,5.26,343.0,36.75,,0.08,,0.0,91.25,8.58,7.14,,38.0,88.36000000000001,24.340000000000003,64.07,2322.0,580.0,SVS,37.0,0.0,0.0,1.0,21.0,17.0,33.0,5.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
252,Karnataka,TUMAKURU,Turuvekere,ANEKERE,GUDDENAHALLI,164358.0,Guddenahalli,612240.0,612240,Guddenahalli,23/02/2024,24/02/2024,['RDW&SD Water Quality Testing Lab Tiptur'],48.93,765,124,6,635,194,70,36.08,,207.5,0.5,454.25,0.76,1.5,235.37,18.17,,0.04,,0.0,83.9,6.96,7.54,,4.0,2.87,0.1,2.78,0.0,0.0,SVS and MVS,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
253,Karnataka,TUMAKURU,Turuvekere,ANEKERE,MALLAGHATTA,164355.0,Mallaghatta,612237.0,612237,Mallaghatta,23/02/2024,24/02/2024,['RDW&SD Water Quality Testing Lab Tiptur'],46.98,709,106,0,603,189,39,20.63,,342.0,0.5,784.75,0.44,2.0,381.51,31.39,,0.08,,0.0,140.93,30.31,7.68,,4.0,2.02,0.21,1.81,0.0,0.0,SVS and MVS,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
254,Karnataka,TUMAKURU,Turuvekere,ANEKERE,TOREMAVINAHALLI,164356.0,Toremavinahalli,612235.0,612235,Toremavinahalli,23/02/2024,24/02/2024,['RDW&SD Water Quality Testing Lab Tiptur'],46.89,2122,230,41,1851,536,264,49.25,,227.6,0.5,477.5,0.61,1.4,252.24,45.77,,0.03,,0.0,93.1,8.33,7.72,,4.0,1.66,0.2,1.47,0.0,0.0,SVS and MVS,4.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
255,Karnataka,TUMAKURU,Turuvekere,ANEKERE,ANEKERE,164353.0,Anekere,612212.0,612212,Anekere,23/02/2024,24/02/2024,['RDW&SD Water Quality Testing Lab Tiptur'],41.46,1357,461,0,896,375,146,38.93,,316.89,0.56,661.11,0.73,1.0,332.12,34.68,0.0,0.07,,0.0,127.48,12.44,7.84,,6.0,7.35,0.24,7.11,40.0,40.0,SVS and MVS,6.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,Unsafe,Safe,Ambiguous,Ongoing,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,13,3,0,Not Available
256,Karnataka,TUMAKURU,Kunigal,JODIHOSAHALLI,YALAGALAVADI,162893.0,Yelagalavadi,612574.0,612574,Yelagalavadi,28/02/2024,29/02/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],30.23,1462,172,48,1242,493,397,80.53,,233.71,0.51,534.86,0.55,1.0,270.43,26.0,,0.0,,0.0,67.29,15.8,7.06,,39.0,40.78,2.69,38.09,528.0,397.0,SVS,39.0,0.0,0.0,0.0,19.0,20.0,33.0,6.0,,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
257,Karnataka,TUMAKURU,Kunigal,JODIHOSAHALLI,VADAGHATTA,162892.0,Hodagatta,612573.0,612573,Hodagatta,28/02/2024,29/02/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],33.75,637,98,0,539,201,144,71.64,,311.0,0.57,703.0,1.06,1.0,377.0,30.5,,0.0,,0.0,90.75,25.18,7.04,,18.0,11.46,3.32,8.14,308.0,144.0,SVS,18.0,0.0,0.0,0.0,8.0,10.0,12.0,6.0,,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
258,Karnataka,TUMAKURU,Kunigal,JODIHOSAHALLI,LINGADEVARAPALYA,162894.0,Lingadevarana Palya,612572.0,612572,Lingadevarana Palya,28/02/2024,29/02/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],44.22,147,18,0,129,52,31,59.62,,324.0,0.6,688.0,1.3,1.0,378.0,30.0,,0.0,,,93.0,11.8,7.06,,11.0,9.78,1.88,7.9,52.0,31.0,SVS,11.0,0.0,0.0,0.0,5.0,6.0,9.0,2.0,,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,11,5,0,Not Available
259,Karnataka,TUMAKURU,Kunigal,JODIHOSAHALLI,YEDEHALLI,162896.0,Yedehalli,612701.0,612701,Yedehalli,28/02/2024,29/02/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],43.11,515,73,1,441,166,133,80.12,,240.0,0.5,538.67,0.52,1.0,260.67,26.0,,0.0,,0.0,64.67,12.8,7.23,,1.0,1.97,0.0,1.97,9.0,9.0,SVS and MVS,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
